timestamp,closing price,EMA,OI condition,RSI
2025-07-23 11:48:00,3670.98,no_trade,Open interest condition not fulfilled,49.02954086360115
2025-07-23 11:49:00,3670.0,no_trade,Open interest condition not fulfilled,46.97716897749571
2025-07-23 11:50:00,3669.23,no_trade,Open interest condition not fulfilled,45.73582769837188
2025-07-23 11:51:00,3671.14,no_trade,Open interest condition not fulfilled,49.73287139242241
2025-07-23 11:52:00,3671.08,no_trade,Open interest condition not fulfilled,49.673413767186354
2025-07-23 11:53:00,3669.65,no_trade,Open interest condition not fulfilled,46.979748902855476
2025-07-23 11:54:00,3671.22,no_trade,Open interest condition not fulfilled,49.95681882978522
2025-07-23 11:55:00,3670.51,no_trade,Open interest condition not fulfilled,48.62338487369674
2025-07-23 11:56:00,3673.13,no_trade,Open interest condition not fulfilled,53.585630631686286
2025-07-23 11:57:00,3672.76,no_trade,Open interest condition not fulfilled,52.90623093547681
2025-07-23 11:58:00,3673.1,no_trade,Open interest condition not fulfilled,53.514775784770976
2025-07-23 11:59:00,3672.03,long,Open interest condition not fulfilled,50.77259253216558
2025-07-23 12:00:00,3668.49,long,Open interest condition not fulfilled,44.11205906620669
2025-07-23 12:01:00,3670.14,no_trade,Open interest condition not fulfilled,47.00221693797067
2025-07-23 12:02:00,3670.09,long,Open interest condition not fulfilled,46.95393821884164
2025-07-23 12:03:00,3670.89,long,Open interest condition not fulfilled,48.717203721677805
2025-07-23 12:04:00,3670.4,no_trade,Open interest condition not fulfilled,47.774041504088
2025-07-23 12:05:00,3671.74,no_trade,Open interest condition not fulfilled,50.555701151174524
2025-07-23 12:06:00,3671.06,no_trade,Open interest condition not fulfilled,49.252509581429365
2025-07-23 12:07:00,3668.55,no_trade,Open interest condition not fulfilled,44.05849797846297
2025-07-23 12:08:00,3667.03,no_trade,Open interest condition not fulfilled,41.32909085448428
2025-07-23 12:09:00,3663.88,long,Open interest condition not fulfilled,36.03904913505223
2025-07-23 12:10:00,3665.87,no_trade,Open interest condition not fulfilled,42.35339703891855
2025-07-23 12:11:00,3665.7,no_trade,Open interest condition not fulfilled,42.659498196842776
2025-07-23 12:12:00,3672.85,no_trade,Open interest condition not fulfilled,54.936287815670795
2025-07-23 12:13:00,3676.88,no_trade,Open interest condition not fulfilled,60.23915384455055
2025-07-23 12:14:00,3678.61,no_trade,Open interest condition not fulfilled,62.3806516419561
2025-07-23 12:15:00,3680.09,no_trade,Open interest condition not fulfilled,63.94456748206745
2025-07-23 12:16:00,3678.56,no_trade,Open interest condition not fulfilled,60.67308828920839
2025-07-23 12:17:00,3674.64,no_trade,Open interest condition not fulfilled,53.52503305764712
2025-07-23 12:18:00,3678.83,no_trade,Open interest condition not fulfilled,60.18224624843781
2025-07-23 12:19:00,3677.17,no_trade,Open interest condition not fulfilled,57.1274766309902
2025-07-23 12:20:00,3674.16,no_trade,Open interest condition not fulfilled,51.24309128296534
2025-07-23 12:21:00,3673.81,no_trade,Open interest condition not fulfilled,50.67049051619604
2025-07-23 12:22:00,3671.5,no_trade,Open interest condition not fulfilled,46.839924103403206
2025-07-23 12:23:00,3672.57,no_trade,Open interest condition not fulfilled,48.93904969795521
2025-07-23 12:24:00,3672.99,no_trade,Open interest condition not fulfilled,49.82477524592593
2025-07-23 12:25:00,3672.19,no_trade,Open interest condition not fulfilled,48.215898481197065
2025-07-23 12:26:00,3672.58,no_trade,Open interest condition not fulfilled,49.002050292698584
2025-07-23 12:27:00,3677.41,no_trade,Open interest condition not fulfilled,58.428024651938905
2025-07-23 12:28:00,3675.8,long,Open interest condition not fulfilled,54.5117201688752
2025-07-23 12:29:00,3675.5,long,Open interest condition not fulfilled,53.809379190583684
2025-07-23 12:30:00,3671.81,long,Open interest condition not fulfilled,46.23540936453939
2025-07-23 12:31:00,3675.37,long,Open interest condition not fulfilled,53.21961179879365
2025-07-23 12:32:00,3675.39,long,Open interest condition not fulfilled,53.14479792638427
2025-07-23 12:33:00,3676.09,long,Open interest condition not fulfilled,54.272073387985486
2025-07-23 12:34:00,3675.87,long,Open interest condition not fulfilled,53.81680509914585
2025-07-23 12:35:00,3677.44,long,Open interest condition not fulfilled,56.64775564272106
2025-07-23 12:36:00,3676.34,long,Open interest condition not fulfilled,54.38179073572074
2025-07-23 12:37:00,3674.84,long,Open interest condition not fulfilled,50.949794949983904
2025-07-23 12:38:00,3669.08,long,Open interest condition not fulfilled,40.31699697730325
2025-07-23 12:39:00,3670.26,long,Open interest condition not fulfilled,43.11042675122697
2025-07-23 12:40:00,3666.0,long,Open interest condition not fulfilled,36.91754490503323
2025-07-23 12:41:00,3655.9,long,Open interest condition not fulfilled,26.972119155776994
2025-07-23 12:42:00,3653.5,long,Open interest condition not fulfilled,25.244274812639986
2025-07-23 12:44:00,3652.84,long,Open interest condition not fulfilled,24.772423669790896
2025-07-23 12:45:00,3653.76,long,Open interest condition not fulfilled,27.278335217745536
2025-07-23 12:46:00,3655.85,long,Open interest condition not fulfilled,31.597745638060047
2025-07-23 12:47:00,3659.14,no_trade,Open interest condition not fulfilled,38.18965433250662
2025-07-23 12:48:00,3663.5,long,Open interest condition not fulfilled,45.6912203405514
2025-07-23 12:49:00,3664.19,long,Open interest condition not fulfilled,46.85239174688615
2025-07-23 12:50:00,3663.3,no_trade,Open interest condition not fulfilled,46.15769457713492
2025-07-23 12:51:00,3660.6,no_trade,Open interest condition not fulfilled,42.67537374040607
2025-07-23 12:52:00,3654.01,no_trade,Open interest condition not fulfilled,35.70202866219144
2025-07-23 12:53:00,3657.34,no_trade,Open interest condition not fulfilled,41.30367527962266
2025-07-23 12:54:00,3653.67,no_trade,Open interest condition not fulfilled,37.624891412963876
2025-07-23 12:55:00,3645.82,no_trade,Open interest condition not fulfilled,31.282389261522155
2025-07-23 12:56:00,3640.48,no_trade,Open interest condition not fulfilled,27.760584137544782
2025-07-23 12:57:00,3637.7,short,Open interest condition not fulfilled,27.18150932470907
2025-07-23 12:58:00,3639.54,short,Open interest condition not fulfilled,32.04569917802537
2025-07-23 12:59:00,3640.99,short,Open interest condition not fulfilled,34.036072674546986
2025-07-23 13:00:00,3639.86,short,Open interest condition not fulfilled,32.851565048090265
2025-07-23 13:01:00,3639.3,short,Open interest condition not fulfilled,32.42859708325764
2025-07-23 13:02:00,3645.08,short,Open interest condition not fulfilled,40.7687254216129
2025-07-23 13:03:00,3646.25,short,Open interest condition not fulfilled,42.62278720135032
2025-07-23 13:04:00,3647.97,short,Open interest condition not fulfilled,45.113201708480915
2025-07-23 13:05:00,3649.2,short,Open interest condition not fulfilled,46.866579450228556
2025-07-23 13:06:00,3639.64,short,Open interest condition not fulfilled,39.628131320984856
2025-07-23 13:07:00,3630.62,short,Open interest condition not fulfilled,30.916210783650627
2025-07-23 13:08:00,3637.54,short,Open interest condition not fulfilled,37.533002707787126
2025-07-23 13:09:00,3635.04,short,Open interest condition not fulfilled,37.66345962473287
2025-07-23 13:10:00,3636.76,short,Open interest condition not fulfilled,39.89509590019891
2025-07-23 13:11:00,3635.11,short,Open interest condition not fulfilled,39.02513013463537
2025-07-23 13:12:00,3631.73,short,Open interest condition not fulfilled,36.0054698027932
2025-07-23 13:13:00,3647.88,short,Open interest condition not fulfilled,52.72891873050601
2025-07-23 13:14:00,3650.27,short,Open interest condition not fulfilled,54.70842984950272
2025-07-23 13:15:00,3650.16,short,Open interest condition not fulfilled,54.67793282933763
2025-07-23 13:16:00,3649.3,short,Open interest condition not fulfilled,53.75820115804836
2025-07-23 13:17:00,3650.19,short,Open interest condition not fulfilled,54.70977839573223
2025-07-23 13:18:00,3639.79,short,Open interest condition not fulfilled,43.991461345444
2025-07-23 13:19:00,3639.69,short,Open interest condition not fulfilled,43.80600093499853
2025-07-23 13:20:00,3649.96,short,Open interest condition not fulfilled,54.366002896143264
2025-07-23 13:21:00,3650.74,short,Open interest condition not fulfilled,54.38227129625499
2025-07-23 13:22:00,3649.19,short,Open interest condition not fulfilled,52.92238858597019
2025-07-23 13:23:00,3647.84,short,Open interest condition not fulfilled,51.49363340198567
2025-07-23 13:24:00,3649.49,short,Open interest condition not fulfilled,53.176645480256795
2025-07-23 13:25:00,3643.64,short,Open interest condition not fulfilled,47.10686484193777
2025-07-23 13:26:00,3644.75,short,Open interest condition not fulfilled,48.198369131971454
2025-07-23 13:27:00,3652.01,short,Open interest condition not fulfilled,55.56697159533555
2025-07-23 13:28:00,3660.43,short,Open interest condition not fulfilled,61.473330316254156
2025-07-23 13:29:00,3660.87,short,Open interest condition not fulfilled,60.910823093336695
2025-07-23 13:30:00,3654.84,short,Open interest condition not fulfilled,54.49333007277608
2025-07-23 13:31:00,3659.56,short,Open interest condition not fulfilled,58.662931901211124
2025-07-23 13:32:00,3653.62,short,Open interest condition not fulfilled,52.61144969800321
2025-07-23 13:33:00,3656.75,short,Open interest condition not fulfilled,55.395386075397475
2025-07-23 13:34:00,3657.68,short,Open interest condition not fulfilled,56.30772174954317
2025-07-23 13:35:00,3654.69,short,Open interest condition not fulfilled,53.069944464108694
2025-07-23 13:36:00,3635.59,short,Open interest condition not fulfilled,37.44486668497051
2025-07-23 13:37:00,3638.22,short,Open interest condition not fulfilled,39.71137368587798
2025-07-23 13:38:00,3639.99,short,Open interest condition not fulfilled,41.503311112714165
2025-07-23 13:39:00,3638.1,short,Open interest condition not fulfilled,41.05263334721693
2025-07-23 13:40:00,3635.98,short,Open interest condition not fulfilled,39.717180286884734
2025-07-23 13:41:00,3631.29,short,Open interest condition not fulfilled,37.196973596903284
2025-07-23 13:42:00,3623.1,short,Open interest condition not fulfilled,32.464877123222564
2025-07-23 13:43:00,3619.88,short,Open interest condition not fulfilled,30.80085106751234
2025-07-23 13:44:00,3620.98,short,Open interest condition not fulfilled,35.03620724041947
2025-07-23 13:45:00,3613.85,short,Open interest condition not fulfilled,28.200932237351736
2025-07-23 13:46:00,3612.96,short,Open interest condition not fulfilled,30.075668220962783
2025-07-23 13:47:00,3608.11,short,Open interest condition not fulfilled,26.369708484371316
2025-07-23 13:48:00,3604.91,short,Open interest condition not fulfilled,24.963254024225122
2025-07-23 13:49:00,3591.2,short,Open interest condition not fulfilled,19.887577900542368
2025-07-23 13:50:00,3586.84,short,Open interest condition not fulfilled,18.563402244633934
2025-07-23 13:51:00,3588.9,short,Open interest condition not fulfilled,22.903760759590824
2025-07-23 13:52:00,3599.1,short,Open interest condition not fulfilled,35.72692304628106
2025-07-23 13:53:00,3599.66,short,Open interest condition not fulfilled,36.43265283155578
2025-07-23 13:54:00,3607.85,short,Open interest condition not fulfilled,43.020100471323396
2025-07-23 13:55:00,3603.92,short,Open interest condition not fulfilled,40.28213077068892
2025-07-23 13:56:00,3597.92,short,Open interest condition not fulfilled,36.96832563037707
2025-07-23 13:57:00,3593.49,short,Open interest condition not fulfilled,34.69141064985894
2025-07-23 13:58:00,3595.69,short,Open interest condition not fulfilled,37.10602409251985
2025-07-23 13:59:00,3588.88,short,Open interest condition not fulfilled,33.46293778921827
2025-07-23 14:00:00,3589.2,short,Open interest condition not fulfilled,34.8705951581026
2025-07-23 14:01:00,3606.4,short,Open interest condition not fulfilled,48.31347480518898
2025-07-23 14:02:00,3608.76,short,Open interest condition not fulfilled,49.844494613848056
2025-07-23 14:03:00,3602.76,short,Open interest condition not fulfilled,46.017231534595766
2025-07-23 14:04:00,3605.1,short,Open interest condition not fulfilled,47.793096582033584
2025-07-23 14:05:00,3605.92,short,Open interest condition not fulfilled,48.41107073446604
2025-07-23 14:06:00,3605.81,short,Open interest condition not fulfilled,48.32872838111607
2025-07-23 14:07:00,3593.41,short,Open interest condition not fulfilled,40.11573798372436
2025-07-23 14:08:00,3598.14,short,Open interest condition not fulfilled,44.09775136412004
2025-07-23 14:09:00,3595.32,short,Open interest condition not fulfilled,42.395493190704826
2025-07-23 14:10:00,3596.82,short,Open interest condition not fulfilled,44.2140693820672
2025-07-23 14:12:00,3596.0,short,Open interest condition not fulfilled,43.681589297848674
2025-07-23 14:13:00,3586.95,short,Open interest condition not fulfilled,38.452943153511605
2025-07-23 14:14:00,3589.37,short,Open interest condition not fulfilled,40.557830062679045
2025-07-23 14:15:00,3588.56,short,Open interest condition not fulfilled,40.17294221249631
2025-07-23 14:16:00,3596.41,short,Open interest condition not fulfilled,46.932848451804944
2025-07-23 14:17:00,3598.06,short,Open interest condition not fulfilled,48.14638830002362
2025-07-23 14:18:00,3597.2,short,Open interest condition not fulfilled,47.46317694327507
2025-07-23 14:19:00,3604.28,short,Open interest condition not fulfilled,53.145802918402225
2025-07-23 14:20:00,3603.88,short,Open interest condition not fulfilled,52.89938834396225
2025-07-23 14:21:00,3606.48,short,Open interest condition not fulfilled,55.07472653878748
2025-07-23 14:22:00,3606.55,short,Open interest condition not fulfilled,55.16648720021969
2025-07-23 14:23:00,3604.01,short,Open interest condition not fulfilled,52.58303772790451
2025-07-23 14:24:00,3605.98,short,Open interest condition not fulfilled,54.40938530598499
2025-07-23 14:25:00,3609.41,short,Open interest condition not fulfilled,56.8289703351508
2025-07-23 14:26:00,3613.82,short,Open interest condition not fulfilled,60.60889140834542
2025-07-23 14:27:00,3614.39,short,Open interest condition not fulfilled,61.10656064380128
2025-07-23 14:28:00,3620.27,short,Open interest condition not fulfilled,65.58279008821921
2025-07-23 14:29:00,3623.67,short,Open interest condition not fulfilled,67.82863209749293
2025-07-23 14:30:00,3621.59,short,Open interest condition not fulfilled,64.97935676140989
