entry_time,exit_time,position,entry_price,exit_price,quantity,gross_pnl,entry_fee,exit_fee,funding_fee,net_pnl
2025-06-15 20:00:00,2025-06-15 20:09:00,short,2535.4,2526.78,0.02,0.17239999999999783,0.0101396,0.01009696,0,0.15212079999999784
2025-06-15 21:00:00,2025-06-15 22:04:00,short,2500.18,2526.41,0.02,-0.5246000000000004,0.01001072,0.01013928,0,-0.5446214400000005
2025-06-15 22:45:00,2025-06-16 01:08:00,long,2540.51,2527.66,0.02,-0.2570000000000073,0.0101728,0.01012356,0,-0.27734560000000724
2025-06-16 01:30:00,2025-06-16 01:45:00,short,2520.76,2540.27,0.02,-0.3901999999999953,0.01008276,0.01015224,0,-0.4103655199999953
2025-06-16 03:00:00,2025-06-16 05:26:00,long,2573.87,2591.75,0.019,0.3397200000000021,0.0051426,0.00518868,0,0.3294348000000021
2025-06-16 06:00:00,2025-06-16 06:19:00,long,2607.65,2614.77,0.019,0.13527999999999793,0.00521008,0.00522344,0,0.12485983999999792
2025-06-16 06:31:00,2025-06-16 06:58:00,long,2610.75,2607.43,0.019,-0.0630800000000031,0.0052258,0.00522008,0,-0.07353160000000311
2025-06-16 07:01:00,2025-06-16 10:16:00,long,2614.45,2631.68,0.019,0.3273700000000003,0.0052461,0.00525098,0,0.3168778000000004
2025-06-16 13:30:00,2025-06-16 13:56:00,short,2609.27,2630.38,0.019,-0.4010900000000024,0.00522376,0.00527304,0,-0.41153752000000243
2025-06-16 23:00:00,2025-06-16 23:56:00,short,2569.77,2547.78,0.01,0.21989999999999782,0.00514404,0.00509114,0,0.20961191999999784
2025-06-17 00:15:00,2025-06-17 01:00:00,short,2528.0,2588.1,0.01,-0.6009999999999991,0.00506106,0.005169,0,-0.611122119999999
2025-06-17 03:15:00,2025-06-17 03:17:00,long,2612.1,2615.0,0.01,0.02900000000000091,0.00521898,0.0052164,0,0.01856204000000091
2025-06-17 03:30:00,2025-06-17 04:23:00,long,2608.32,2593.33,0.01,-0.14990000000000236,0.00521932,0.00519186,0,-0.16033864000000236
2025-06-17 06:00:00,2025-06-17 10:38:00,short,2578.75,2547.95,0.01,0.30800000000000183,0.00515948,0.00509516,0,0.29768104000000184
2025-06-17 11:30:00,2025-06-17 12:40:00,short,2544.0,2557.2,0.01,-0.13199999999999817,0.00509266,0.00510926,0,-0.14218531999999817
2025-06-17 15:45:00,2025-06-17 16:33:00,short,2499.29,2476.27,0.01,0.23019999999999982,0.00498688,0.00498778,0,0.22022623999999982
2025-06-18 12:30:00,2025-06-18 13:04:00,short,2503.81,2486.89,0.01,0.16920000000000074,0.00501194,0.0049692,0,0.15917612000000075
2025-06-18 19:00:00,2025-06-18 19:45:00,short,2477.96,2497.74,0.02,-0.3955999999999949,0.00991672,0.00999976,0,-0.4154334399999949
2025-06-19 00:45:00,2025-06-19 01:04:00,long,2537.2,2515.36,0.02,-0.4367999999999938,0.01014864,0.01006964,0,-0.4570972799999938
2025-06-19 01:45:00,2025-06-19 02:39:00,short,2513.36,2522.64,0.02,-0.1855999999999949,0.01006412,0.01009564,0,-0.20572823999999493
2025-06-19 05:00:00,2025-06-19 05:07:00,long,2523.3,2526.7,0.02,0.06799999999999272,0.01010264,0.01010896,0,0.04779471999999273
2025-06-19 09:30:00,2025-06-19 09:48:00,long,2529.19,2539.93,0.02,0.21479999999999563,0.01011756,0.01015392,0,0.19456487999999564
2025-06-19 15:30:00,2025-06-19 16:51:00,short,2497.76,2488.78,0.02,0.17960000000000037,0.00997992,0.00994516,0,0.15964016000000036
2025-06-19 20:15:00,2025-06-19 20:54:00,long,2510.94,2504.34,0.02,-0.13199999999999817,0.01004784,0.01002736,0,-0.15209567999999818
2025-06-19 22:00:00,2025-06-19 22:07:00,long,2512.79,2516.56,0.02,0.07539999999999963,0.01004152,0.01006288,0,0.05531695999999964
2025-06-20 04:30:00,2025-06-20 04:43:00,short,2509.89,2507.54,0.02,0.04699999999999818,0.01004084,0.01002772,0,0.026918319999998178
2025-06-20 06:30:00,2025-06-20 07:12:00,long,2519.69,2523.03,0.02,0.06680000000000291,0.01008352,0.01010216,0,0.046632960000002915
2025-06-20 14:15:00,2025-06-20 14:24:00,short,2533.39,2522.28,0.02,0.22219999999999346,0.01013304,0.01007664,0,0.20193391999999344
2025-06-20 22:15:00,2025-06-20 22:38:00,short,2404.75,2397.78,0.02,0.139399999999996,0.00962692,0.009582,0,0.12014615999999599
2025-06-21 02:00:00,2025-06-21 03:03:00,long,2429.62,2425.88,0.02,-0.07479999999999563,0.0097088,0.00970968,0,-0.09421759999999564
2025-06-21 14:00:00,2025-06-21 14:17:00,short,2419.8,2414.24,0.21,1.167600000000084,0.10155768,0.101598,0,0.9644846400000839
2025-06-21 22:00:00,2025-06-21 22:39:00,short,2279.89,2281.49,0.22,-0.35199999999998,0.10036884,0.1003948,0,-0.55273767999998
2025-06-22 02:00:00,2025-06-22 02:10:00,short,2265.79,2258.92,0.22,1.511399999999976,0.09982544,0.09927588,0,1.311749119999976
2025-06-22 05:00:00,2025-06-22 05:08:00,long,2282.91,2287.74,0.22,1.062599999999984,0.10064252,0.10056684,0,0.8613149599999841
2025-06-22 09:45:00,2025-06-22 09:53:00,short,2255.62,2236.32,0.22,4.24599999999994,0.09936212,0.09863348,0,4.047275759999939
2025-06-22 13:45:00,2025-06-22 14:21:00,short,2186.63,2166.72,0.23,4.579300000000071,0.1006825,0.09958218,0,4.377935000000072
2025-06-22 17:45:00,2025-06-22 18:17:00,long,2197.6,2181.64,0.23,-3.6708000000000087,0.1009884,0.10045572,0,-3.8727768000000085
2025-06-23 00:15:00,2025-06-23 00:36:00,long,2229.25,2236.37,0.22,1.566399999999976,0.09815036,0.09848608,0,1.370099279999976
2025-06-23 06:01:00,2025-06-23 06:06:00,long,2246.49,2252.36,0.22,1.291400000000076,0.09904444,0.099066,0,1.0933111200000762
2025-06-23 14:15:00,2025-06-23 15:27:00,long,2297.86,2267.91,0.44,-13.17800000000012,0.20202072,0.19952856,0,-13.58204144000012
2025-06-23 17:00:00,2025-06-23 17:10:00,short,2217.0,2256.34,0.44,-17.309600000000064,0.1996704,0.19822352,0,-17.70894080000006
2025-06-23 18:00:00,2025-06-23 18:05:00,long,2273.89,2295.81,0.44,9.644800000000032,0.20109672,0.20226272,0,9.24260656000003
2025-06-24 04:15:00,2025-06-24 04:50:00,short,2393.43,2404.08,0.42,-4.473000000000038,0.2011506,0.20159328,0,-4.875301200000038
2025-06-24 05:30:00,2025-06-24 05:36:00,long,2411.82,2415.96,0.41,1.6973999999999476,0.19759868,0.19835144,0,1.3022026399999476
